group	job
Tenaga Ahli	Penasihat Ahli Ternak, Perhutanan, dan Perikanan (Hanya untuk Ahli Agronomi)
Tenaga Ahli	Ahli Pemeliharaan Lingkungan
Tenaga Ahli	Ahli Teknik/Insinyur Lainnya
Tenaga Ahli	Ahli Teknik/Insinyur Industri dan Produksi
Tenaga Ahli	Ahli Teknik/Insinyur Sipil
Tenaga Ahli	Ahli Teknik/Insinyur Mesin
Tenaga Ahli	Ahli Teknik/Insinyur Kimia
Tenaga Ahli	Ahli Teknik/Insinyur Umum
Tenaga Ahli	Ahli Teknik/Insinyur Listrik
Tenaga Ahli	Ahli Teknik/Insinyur Elektro
Tenaga Ahli	Arsitek Pembangunan
Tenaga Ahli	Artitek Lanskap
Tenaga Ahli	Desainer Produk dan Pakaian
Tenaga Ahli	Ahli Perencanaan Kota dan Lalu Lintas
Tenaga Ahli	Ahli Pembuat Peta dan Pengukur Tanah
Tenaga Ahli	Desainer Grafis dan Multimedia
Tenaga Ahli	Ahli Kesehatan Lainnya
Tenaga Ahli	Dokter Medis Lainnya
Tenaga Ahli	Dokter Umum
Tenaga Ahli	Dokter Spesialis
Tenaga Ahli	Perawat
Tenaga Ahli	Bidan
Tenaga Ahli	Dokter Hewan
Tenaga Ahli	Dokter Gigi
Tenaga Ahli	Apoteker
Tenaga Ahli	Ahli Fisioterapi
Tenaga Ahli	Ahli Terapi Audiolog dan Wicara
Tenaga Ahli	Ahli Kesehatan yang tidak diklasifikasikan
Tenaga Ahli	Tenaga Pendidik yang tidak diklasifikasikan
Tenaga Ahli	Dosen/Guru Besar
Tenaga Ahli	Ahli Riset Lainnya
Tenaga Ahli	Guru Sekolah Menengah Kejuruan (SMK)
Tenaga Ahli	Guru Sekolah Menengah Pertama (SMP)/ Sekolah Menengah Atas (SMA)*
Tenaga Ahli	Guru Sekolah Dasar (SD)
Tenaga Ahli	Pendidik Anak Usia Dini
Tenaga Ahli	Guru Bahasa, Musik, Seni Lainnya (Les Privat)
Tenaga Ahli	Spesialis Metode Pendidikan
Tenaga Ahli	Guru Anak Berkebutuhan Khusus
Tenaga Ahli	Guru Bahasa
Tenaga Ahli	Guru Lainnya yang tidak diklasifikasikan
Tenaga Ahli	Tenaga Pendidik Lainnya yang tidak diklasifikasikan
Tenaga Ahli	Akuntan
Tenaga Ahli	Penasihat Finansial dan Investasi
Tenaga Ahli	Analis Finansial
Tenaga Ahli	Analis Manajemen dan Organisasi
Tenaga Ahli	Ahli Administrasi Publik
Tenaga Ahli	Ahli Karir dan Personalia
Tenaga Ahli	Ahli Pengembangan dan Pelatihan Staf
Tenaga Ahli	Ahli Periklanan dan Pemasaran (Advertising dan Marketing)
Tenaga Ahli	Ahli Hubungan Masyarakat (Public Relations)
Tenaga Ahli	Analis Sistem (Systems Analysts)
Tenaga Ahli	Pengembang Perangkat Lunak (Software Developers)
Tenaga Ahli	Pengembang situs dan multimedia (Web and Multimedia Developers)
Tenaga Ahli	Pengembang dan Analis Software dan Aplikasi yang tidak diklasifikasikan (Software Testers)
Tenaga Ahli	Administrator dan Desainer Basis Data (Database)
Tenaga Ahli	Administrator Sistem
Tenaga Ahli	Ahli Basis Data (Database) dan Jaringan (Network) yang tidak dispesifikasikan
Tenaga Ahli	Pengacara
Tenaga Ahli	Hakim
Tenaga Ahli	Ahli Hukum
Tenaga Ahli	Ahli Arsip dan Kurator
Tenaga Ahli	Perpustakawan dan Ahli Informasi Terkait
Tenaga Ahli	Ahli Ekonomi
Tenaga Ahli	Psikolog
Tenaga Ahli	Ahli Konseling dan Pelayanan Sosial
Tenaga Ahli	Ahli Agama
Tenaga Ahli	Editor Lainnya (Tulisan, Buku, dan Sebagainya)
Tenaga Ahli	Penulis
Tenaga Ahli	Jurnalis
Tenaga Ahli	Penerjemah atau Ahli Bahasa Lainnya
Tenaga Ahli	Seniman Visual
Tenaga Ahli	Musisi, Penyanyi, dan Komposer
Tenaga Ahli	Produser Film, Panggung, dan Produser Terkait
Tenaga Ahli	Aktor/Aktris
Juru Teknik	Ahli Asosiasi Lainnya
Juru Teknik	Ahli Teknisi Lainnya
Juru Teknik	Pengawas Giliran Kerja Lainnya
Juru Teknik	Koordinator Lainnya
Juru Teknik	Asisten dan Teknisi Laboratorium Lainnya
Juru Teknik	Inspektur Lainnya
Juru Teknik	Pejabat Lainnya
Juru Teknik	Teknisi Insiyur Sipil
Juru Teknik	Teknisi Insinyur Listrik
Juru Teknik	Teknisi Insinyur Mesin
Juru Teknik	Ahli Gambar (Draughtspersons)
Juru Teknik	Pengawas Pertambangan, Manufaktur, dan Pembangunan
Juru Teknik	Pengawas Manufaktur
Juru Teknik	Pengawas Konstruksi
Juru Teknik	Teknisi Pengendalian Proses (Process Control)
Juru Teknik	Teknisi Ilmu Kehidupan (tidak termasuk Medis)
Juru Teknik	Teknisi Kehutanan
Juru Teknik	Insinyur Perkapalan
Juru Teknik	Nakoda dan Petugas Dek Kapal
Juru Teknik	Pilot dan Ahli terkait
Juru Teknik	Pengendali Lalu Lintas Udara
Juru Teknik	Teknisi Peralatan Terapi dan Imaging Medis
Juru Teknik	Teknisi Laboratorium Patologi dan Medis
Juru Teknik	Teknisi Prostetik Dental dan Medis
Juru Teknik	Terapis dan Asisten Terapis Dental
Juru Teknik	Ahli Dispensasi Kacamata (Dispensing Opticians)
Juru Teknik	Teknisi dan Asisten Fisioterapi (Ahli Pijat)
Juru Teknik	Asisten Medis
Juru Teknik	Inspektur dan Rekan Kesehatan Lingkungan dan Kerja
Juru Teknik	Pemandu Ambulans
Juru Teknik	Petugas Kredit dan Pinjaman
Juru Teknik	Rekan Ahli Akuntan
Juru Teknik	Rekan Ahli Matematika, Statistik, dan Bidang Terkait
Juru Teknik	Asesor Penilai dan Kerugian
Juru Teknik	Perwakilan Asuransi
Juru Teknik	Perwakilan Penjualan Komersial
Juru Teknik	Pembeli
Juru Teknik	Agen Kliring dan Penerusan (Clearing and Forwarding Agents)
Juru Teknik	Perencana Acara dan Konferensi
Juru Teknik	Agen Tenaga Kerja dan Kontraktor
Juru Teknik	Agen Properti dan Manager Properti
Juru Teknik	Pengawas Kantoran
Juru Teknik	Sekretaris Eksekutif dan Administrasi
Juru Teknik	Rekan Ahli Peraturan Pemerintah Lainnya
Juru Teknik	Inspektur Bea Cukai dan Perbatasan
Juru Teknik	Detektif dan Inspektur Polisi
Juru Teknik	Rekan Ahli Peraturan Pemerintah yang tidak diklasifikasikan
Juru Teknik	Rekan Ahli Hukum dan Bidang Terkait
Juru Teknik	Rekan Ahli Pelayanan Sosial
Juru Teknik	Pejabat, Instruktor, dan Pelatih Olahraga
Juru Teknik	Pemimpin Program dan Instruktor Kebugaran (Fitness) dan Rekreasi
Juru Teknik	Fotografer
Juru Teknik	Desainer dan Dekorator Interior
Juru Teknik	Juru Masak/Chef
Juru Teknik	Rekan Ahli Seni dan Budaya Lainnya
Juru Teknik	Teknisi Pengoperasian Teknologi Informasi dan Komunikasi
Juru Teknik	Teknisi Penyiaran dan Audiovisual
Staf Administrasi	Petugas Umum dan Keyboard Lainnya
Staf Administrasi	Sekretaris (Umum)
Staf Administrasi	Petugas Data (Data Entry)
Staf Administrasi	Petugas Layanan Pelanggan Lainnya
Staf Administrasi	Kasir Nasabah/Teller Bank
Staf Administrasi	Penagih Utang dan Pekerjaan Terkait
Staf Administrasi	Petugas dan Konsultan Travel
Staf Administrasi	Resepsionis Hotel
Staf Administrasi	Petugas Penyelidikan
Staf Administrasi	Resepsionis (Umum)
Staf Administrasi	Pewawancara Riset Survei dan Pemasaran
Staf Administrasi	Petugas Pembukuan dan Akuntan
Staf Administrasi	Petugas Penggajian (Payroll)
Staf Administrasi	Petugas Stok
Staf Administrasi	Petugas Transport
Staf Administrasi	Petugas Kurir dan Penyortiran Surat
Staf Administrasi	Petugas Pengarsipan dan Penyalinan
Staf Administrasi	Petugas Personalia
Jasa dan Penjualan	Pramugara/i
Jasa dan Penjualan	Pemandu Travel
Jasa dan Penjualan	Tukang Masak/Koki (Cook)
Jasa dan Penjualan	Pelayan
Jasa dan Penjualan	Penata Rambut
Jasa dan Penjualan	Ahli Kecantikan dan Pekerja Terkait
Jasa dan Penjualan	Pengawas Kebersihan dan Pekerjaan Rumah Tangga di Kantor, Hotel,atau Tempat Lainnya
Jasa dan Penjualan	Penjaga Bangunan
Jasa dan Penjualan	Pekerja Perawatan dan Pemeliharaan Hewan
Jasa dan Penjualan	Instruktor Mengemudi
Jasa dan Penjualan	Pekerja Penjualan Lainnya
Jasa dan Penjualan	Penjual Pasar dan Warung/Toko
Jasa dan Penjualan	Asisten Penjual Toko
Jasa dan Penjualan	Kasir dan Penjaga Tiket
Jasa dan Penjualan	Pramuniaga Pusat Kontak (Contact Centre)
Jasa dan Penjualan	Penjual lainnya yang tidak diklasifikasikan
Jasa dan Penjualan	Pekerja Jasa Penitipan Anak
Jasa dan Penjualan	Asisten Guru/Dosen
Jasa dan Penjualan	Asisten Kesehatan
Jasa dan Penjualan	Pekerja Perawatan Pribadi (Personal Care) dalam Kesehatan yang tidak diklasifikasikan
Jasa dan Penjualan	Pemadam Kebakaran
Jasa dan Penjualan	Polisi Republik Indonesia (POLRI)
Jasa dan Penjualan	Penjaga Penjara
Jasa dan Penjualan	Penjaga Keamanan/Satpam
Agrikultur, Kehutanan, & Perikanan	Tukang Kebun; Petani Hortikultural dan Pembibitan
Agrikultur, Kehutanan, & Perikanan	Produsen Ternak dan Susu
Agrikultur, Kehutanan, & Perikanan	Produsen Tanaman Campuran dan Hewan
Agrikultur, Kehutanan, & Perikanan	Pekerja Kehutanan dan Bidang Terkait
Kerajinan dan Perdagangan Terkait	Pengrajin/Tukang Lainnya
Kerajinan dan Perdagangan Terkait	Pembangun Rumah
Kerajinan dan Perdagangan Terkait	Tukang Kayu
Kerajinan dan Perdagangan Terkait	Pekerja Penyelesaian Pembangunan dan Perdagangan Terkait Lainnya
Kerajinan dan Perdagangan Terkait	Tukang Pipa
Kerajinan dan Perdagangan Terkait	Tukang Lukis dan Pekerja Terkait
Kerajinan dan Perdagangan Terkait	Tukang Pernis
Kerajinan dan Perdagangan Terkait	Pekerja Lembaran dan Struktural Logam, Pembuat Cetakan, serta Pekerja Terkait
Kerajinan dan Perdagangan Terkait	Tukang Las
Kerajinan dan Perdagangan Terkait	Pekerja Lembaran Logam
Kerajinan dan Perdagangan Terkait	Pembuat Perkakas dan Pekerja Terkait
Kerajinan dan Perdagangan Terkait	Mekanis dan Tukang Reparasi Mesin
Kerajinan dan Perdagangan Terkait	Mekanis dan Tukang Reparasi Kendaraan
Kerajinan dan Perdagangan Terkait	Pengrajin Tangan
Kerajinan dan Perdagangan Terkait	Teknisi Pre-press
Kerajinan dan Perdagangan Terkait	Tukang Pencetak
Kerajinan dan Perdagangan Terkait	Tukang Listrik Bangunan dan Pekerja Terkait
Kerajinan dan Perdagangan Terkait	Tukang Listik Otomotif
Kerajinan dan Perdagangan Terkait	Mekanis dan Tukang Elektronik
Kerajinan dan Perdagangan Terkait	Tukang Daging
Kerajinan dan Perdagangan Terkait	Tukang Roti, Patiseri dan Gula-Gulaan
Kerajinan dan Perdagangan Terkait	Pengolah Kayu, Pembuat Kabinet, dan Pekerja Terkait
Kerajinan dan Perdagangan Terkait	Pembuat Kabinet dan Pekerja Terkait
Kerajinan dan Perdagangan Terkait	Penjahit, Modiste, Pengrajin Bulu dan Pengrajin Topi
Kerajinan dan Perdagangan Terkait	Pemotong Pakaian dan Pembuat Pola Terkait
Kerajinan dan Perdagangan Terkait	Penyulam dan Pekerja Terkait
Kerajinan dan Perdagangan Terkait	Tukang Sepatu dan Pekerjaan Terkait
Kerajinan dan Perdagangan Terkait	Tester dan Penilai Produk (Tidak Termasuk Makanan dan Minuman)
Operator dan Perakit Mesin	Operator Lainnya
Operator dan Perakit Mesin	Operator Mesin dan Pabrik
Operator dan Perakit Mesin	Perakit Peralatan Listrik dan Elektronik
Operator dan Perakit Mesin	Perakit yang tidak diklasifikasikan
Operator dan Perakit Mesin	Supir Mobil, Taksi, dan Van
Operator dan Perakit Mesin	Supir Bus dan Kereta
Operator dan Perakit Mesin	Supir Truk
Operator dan Perakit Mesin	Operator Truk Pertanian dan Perhutanan
Operator dan Perakit Mesin	Operator Perpindahan Tanah dan Pekerjaan Terkait
Operator dan Perakit Mesin	Operator Derek, Kerekan, dan Operator Terkait
Operator dan Perakit Mesin	Petugas Dek Kapal dan Pekerjaan Terkait
Pekerjaan Mendasar	Pekerjaan Dasar
Pekerjaan Mendasar	Tenaga dan Pembantu Pembersih Domestik, Hotel, dan Kantor
Pekerjaan Mendasar	Pekerja Kebun dan Hortikultur
Pekerjaan Mendasar	Pekerja Manufaktur
Pekerjaan Mendasar	Pekerja Pengangkut dan Penyimpan
Pekerjaan Mendasar	Pembantu Dapur
Pekerjaan Mendasar	Pekerjaan Dasar yang tidak terklasifikasikan
