group	job
Professioni intellettuali e scientifiche	Professionisti della pubblicità e del marketing/professioniste della pubblicità e del marketing
Professioni intellettuali e scientifiche	Professionisti delle pubbliche relazioni/professioniste delle pubbliche relazioni
Professioni intellettuali e scientifiche	Analisti di sistemi/analiste di sistemi
Professioni intellettuali e scientifiche	Sviluppatori di software/sviluppatrici di software
Professioni intellettuali e scientifiche	Sviluppatori web e multimediali/sviluppatrici web e multimediali
Professioni intellettuali e scientifiche	Sviluppatori e analisti di software e applicazioni non classificati altrove (tester di software)/sviluppatrici e analiste di software e applicazioni non classificate altrove (tester di software)
Professioni intellettuali e scientifiche	Progettisti e amministratori di database/progettiste e amministratrici di database
Professioni intellettuali e scientifiche	Amministratori di sistema/amministratrici di sistema
Professioni intellettuali e scientifiche	Professionisti di database e reti non classificati altrove/professioniste di database e reti non classificate altrove
Professioni intellettuali e scientifiche	Avvocati/avvocatesse
Professioni intellettuali e scientifiche	Giudici
Professioni intellettuali e scientifiche	Professionisti legali/professioniste legali
Professioni intellettuali e scientifiche	Archivisti e curatori/archiviste e curatrici
Professioni intellettuali e scientifiche	Bibliotecari e professionisti dell'informazione correlati/bibliotecarie e professioniste dell'informazione correlate
Professioni intellettuali e scientifiche	Economisti/economiste
Professioni intellettuali e scientifiche	Psicologi/psicologhe
Professioni intellettuali e scientifiche	Professionisti del servizio sociale e della consulenza/professioniste del servizio sociale e della consulenza
Professioni intellettuali e scientifiche	Professionisti religiosi/professioniste religiose
Professioni intellettuali e scientifiche	Editori non specificati (testo, libro, ecc.)/editrici non specificate (testo, libro, ecc.)
Professioni intellettuali e scientifiche	Autori e scrittori correlati/autrici e scrittrici correlate
Professioni intellettuali e scientifiche	Giornalisti/giornaliste
Professioni intellettuali e scientifiche	Traduttori, interpreti e altri linguisti/traduttrici, interpreti e altre linguiste
Professioni intellettuali e scientifiche	Artisti visivi/artiste visive
Professioni intellettuali e scientifiche	Musicisti, cantanti e compositori/musiciste, cantanti e compositrici
Professioni intellettuali e scientifiche	Registi e produttori cinematografici, teatrali e correlati/registe e produttrici cinematografiche, teatrali e correlate
Professioni intellettuali e scientifiche	Attori/attrici
Professioni tecniche intermedie	Professionisti associati non specificati/professioniste associate non specificate
Professioni tecniche intermedie	Tecnici non specificati
Professioni tecniche intermedie	Capi turno non specificati
Professioni tecniche intermedie	Coordinatori non specificati/coordinatrici non specificate
Professioni tecniche intermedie	Tecnici/Assistenti di laboratorio non specificati/e
Professioni tecniche intermedie	Ispettori non specificati/ispettrici non specificate
Professioni tecniche intermedie	Funzionari non specificati/funzionarie non specificate
Professioni tecniche intermedie	Tecnici di ingegneria civile
Professioni tecniche intermedie	Tecnici di ingegneria elettrica
Professioni tecniche intermedie	Tecnici di ingegneria meccanica
Professioni tecniche intermedie	Disegnatori/disegnatrici
Professioni tecniche intermedie	Supervisori minerari, manifatturieri e edili
Professioni tecniche intermedie	Supervisori della produzione
Professioni tecniche intermedie	Supervisori della costruzione
Professioni tecniche intermedie	Tecnici di controllo di processo
Professioni tecniche intermedie	Tecnici delle scienze della vita (esclusi i Medici)
Professioni tecniche intermedie	Tecnici forestali
Professioni tecniche intermedie	Ingegneri navali
Professioni tecniche intermedie	Ufficiali di coperta e piloti di navi
Professioni tecniche intermedie	Piloti di aerei e professionisti associati correlati
Professioni tecniche intermedie	Controllori del traffico aereo
Professioni tecniche intermedie	Tecnici di imaging medico e apparecchiature terapeutiche
Professioni tecniche intermedie	Tecnici di laboratorio medico e patologico
Professioni tecniche intermedie	Tecnici di protesi mediche e dentali
Professioni tecniche intermedie	Assistenti e terapisti odontoiatrici/assistenti e terapiste odontoiatriche
Professioni tecniche intermedie	Ottici distributori/ottiche distributrici
Professioni tecniche intermedie	Tecnici e Assistenti Fisioterapici (Massagisti)
Professioni tecniche intermedie	Assistenti medici
Professioni tecniche intermedie	Ispettori e associati della salute ambientale e sul lavoro/ispettrici e associate della salute ambientale e sul lavoro
Professioni tecniche intermedie	Operatori di ambulanza/operatrici di ambulanza
Professioni tecniche intermedie	Addetti al credito e ai prestiti/addette al credito e ai prestiti
Professioni tecniche intermedie	Professionisti associati contabili/professioniste associate contabili
Professioni tecniche intermedie	Professionisti associati di statistica, matematica e affini/professioniste associate di statistica, matematica e affini
Professioni tecniche intermedie	Periti e stimatori di perdite/periti e stimatrici di perdite
Professioni tecniche intermedie	Rappresentanti assicurativi
Professioni tecniche intermedie	Rappresentanti commerciali
Professioni tecniche intermedie	Acquirenti
Professioni tecniche intermedie	Agenti di compensazione e spedizione
Professioni tecniche intermedie	Organizzatori di conferenze ed eventi/organizzatrici di conferenze ed eventi
Professioni tecniche intermedie	Agenti per l'impiego e appaltatori/agenti per l'impiego e appaltatrici
Professioni tecniche intermedie	Agenti immobiliari e gestori di immobili
Professioni tecniche intermedie	Supervisori d'ufficio
Professioni tecniche intermedie	Segretari amministrativi ed esecutivi/segretarie amministrative ed esecutive
Professioni tecniche intermedie	Professionisti associati in materia di regolamentazione governativa (non specificati)/professioniste associate in materia di regolamentazione governativa (non specificate)
Professioni tecniche intermedie	Ispettori doganali e di frontiera/ispettrici doganali e di frontiera
Professioni tecniche intermedie	Ispettori e investigatori di polizia/ispetttrici e investigattrici di polizia
Professioni tecniche intermedie	Professionisti associati in materia di regolamentazione governativa non classificati altrove/professioniste associate in materia di regolamentazione governativa non classificate altrove
Professioni tecniche intermedie	Professionisti associati legali e affini/professioniste associate legali e affini
Professioni tecniche intermedie	Professionisti associati del servizio sociale/professioniste associate del servizio sociale
Professioni tecniche intermedie	Allenatori, istruttori e funzionari sportivi/allenatrici, istruttrici e funzionarie sportive
Professioni tecniche intermedie	Istruttori e responsabili di programmi di fitness e attività ricreative/istruttrici e responsabili di programmi di fitness e attività ricreative
Professioni tecniche intermedie	Fotografi/fotografe
Professioni tecniche intermedie	Designer e decoratori d'interni/designer e decoratrici d'interni
Professioni tecniche intermedie	Chef
Professioni tecniche intermedie	Altri professionisti associati artistici e culturali/altre professioniste associate artistiche e culturali
Professioni tecniche intermedie	Tecnici operativi delle tecnologie dell'informazione e delle comunicazioni
Professioni tecniche intermedie	Tecnici radiotelevisivi e audiovisivi
Impiegati d'ufficio	Impiegati generali (non specificati)/impiegate generali (non specificate)
Impiegati d'ufficio	Segretari (generali)/segretarie (generali)
Impiegati d'ufficio	Addetti all'inserimento dati/addette all'inserimento dati
Impiegati d'ufficio	Impiegati del servizio clienti non specificati/impiegate del servizio clienti non specificate
Impiegati d'ufficio	Cassieri di banca/cassiere di banca
Impiegati d'ufficio	Esattori e lavoratori affini/esattrici e lavoratrici affini
Impiegati d'ufficio	Consulenti e impiegati di viaggio/consulenti e impiegate di viaggio
Impiegati d'ufficio	Receptionist alberghieri/receptionist alberghiere
Impiegati d'ufficio	Impiegati d'inchiesta/impiegate d'inchiesta
Impiegati d'ufficio	Receptionist (generale)
Impiegati d'ufficio	Intervistatori per sondaggi e ricerche di mercato/intervistatrici per sondaggi e ricerche di mercato
Impiegati d'ufficio	Impiegati contabili e contabili/impiegate contabili e contabili
Impiegati d'ufficio	Addeddo alle paghe/addetta alle paghe
Impiegati d'ufficio	Impiegati di magazzino/impiegate di magazzino
Impiegati d'ufficio	Impiegati di trasporto
Impiegati d'ufficio	Addetti al trasporto e allo smistamento della posta/addette al trasporto e allo smistamento della posta
Impiegati d'ufficio	Addetti all'archiviazione e alla copiatura/addette all'archiviazione e alla copiatura
Impiegati d'ufficio	Addetti al personale/addette al personale
Professioni nelle attività commerciali e nei servizi	Assistenti di viaggio e steward di viaggio
Professioni nelle attività commerciali e nei servizi	Guide di viaggio
Professioni nelle attività commerciali e nei servizi	Cuochi/cuoche
Professioni nelle attività commerciali e nei servizi	Camerieri/cameriere
Professioni nelle attività commerciali e nei servizi	Parrucchieri/parrucchiere
Professioni nelle attività commerciali e nei servizi	Estetisti e lavoratori affini/estetiste e lavoratrici affini
Professioni nelle attività commerciali e nei servizi	Supervisori delle pulizie e dei lavori domestici in uffici, alberghi e altri stabilimenti
Professioni nelle attività commerciali e nei servizi	Custodi di edificio
Professioni nelle attività commerciali e nei servizi	Toelettatori e addetti alla cura degli animali/toelettatrici e addette alla cura degli animali
Professioni nelle attività commerciali e nei servizi	Istruttori di guida/istruttrici di guida
Professioni nelle attività commerciali e nei servizi	Addetti alle vendite non specificati/addette alle vendite non specificate
Professioni nelle attività commerciali e nei servizi	Venditori di bancarelle e di mercato/venditrici di bancarelle e di mercato
Professioni nelle attività commerciali e nei servizi	Assistenti alle vendite di negozi
Professioni nelle attività commerciali e nei servizi	Cassieri e bigliettai/cassiere e bigliettaie
Professioni nelle attività commerciali e nei servizi	Addetti alle vendite dei call center/addette alle vendite dei call center
Professioni nelle attività commerciali e nei servizi	Addetti alle vendite non classificati altrove/addette alle vendite non classificate altrove
Professioni nelle attività commerciali e nei servizi	Operatori dell'assistenza all'infanzia/operatrici dell'assistenza all'infanzia
Professioni nelle attività commerciali e nei servizi	Aiutanti degli insegnanti
Professioni nelle attività commerciali e nei servizi	Assistenti sanitari/assistenti sanitarie
Professioni nelle attività commerciali e nei servizi	Operatori di assistenza personale nei servizi sanitari non classificati altrove/operatrici di assistenza personale nei servizi sanitari non classificate altrove
Professioni nelle attività commerciali e nei servizi	Vigili del fuoco/vigilesse del fuoco
Professioni nelle attività commerciali e nei servizi	Ufficiali di polizia
Professioni nelle attività commerciali e nei servizi	Guardie carcerarie
Professioni nelle attività commerciali e nei servizi	Guardie di sicurezza
Personale specializzato addetto all'agricoltura, alle foreste e alla pesca	Giardinieri; coltivatori orticoli e vivaistici/giardiniere; coltivatrici orticole e vivaistiche
Personale specializzato addetto all'agricoltura, alle foreste e alla pesca	Produttori di bestiame e latticini/produttrici di bestiame e latticini
Personale specializzato addetto all'agricoltura, alle foreste e alla pesca	Produttori di colture miste e animali/produttrici di colture miste e animali
Personale specializzato addetto all'agricoltura, alle foreste e alla pesca	Lavoratori forestali e affini/lavoratrici forestali e affini
Artigianati e operai specializzati	Artigiani/Operai qualificati non specificati/ Artigiane/Operaie qualificate non specificate
Artigianati e operai specializzati	Costruttori di case/costruttrici di case
Artigianati e operai specializzati	Carpentieri e falegnami
Artigianati e operai specializzati	Operai addetti alle finiture di edifici e mestieri affini (non specificati)/operaie addette alle finiture di edifici e mestieri affini (non specificate)
Artigianati e operai specializzati	Idraulici e tubisti
Artigianati e operai specializzati	Pittori e lavoratori affini/pittrici e lavoratrici affini
Artigianati e operai specializzati	Verniciatori e verniciatori a spruzzo/verniciatrici e verniciatrici a spruzzo
Artigianati e operai specializzati	Lavoratori di lamiere e metalli strutturati, modellatori e saldatori e lavoratori correlati/lavoratrici di lamiere e metalli strutturati, modellatrici e saldatrici e lavoratrici correlate
Artigianati e operai specializzati	Saldatori e tagliafiamma/saldatrici e tagliafiamma
Artigianati e operai specializzati	Lavoratori di lamiera
Artigianati e operai specializzati	Utensilisti e lavoratori affini/utensiliste e lavoratrici affini
Artigianati e operai specializzati	Meccanici e riparatori/trici di macchinari
Artigianati e operai specializzati	Meccanici e riparatori/trici di veicoli a motore
Artigianati e operai specializzati	Lavoratori Artigiani/lavoratrici artigiane
Artigianati e operai specializzati	Tecnici di prestampa/tecniche di prestampa
Artigianati e operai specializzati	Tipografi/tipografe
Artigianati e operai specializzati	Elettricisti edili e correlati/elettriciste edili e correlate
Artigianati e operai specializzati	Elettricisti automobilistici/elettriciste automobilistiche
Artigianati e operai specializzati	Meccanici e assistenti tecnici elettronici
Artigianati e operai specializzati	Macellai/macellaie
Artigianati e operai specializzati	Panettieri, pasticceri e produttori di dolciumi/panettiere, pasticcere e produttrici di dolciumi
Artigianati e operai specializzati	Trattatori di legno, ebanisti e lavoratori affini/trattatrici di legno, ebaniste e lavoratrici affini
Artigianati e operai specializzati	Ebanisti e lavoratori affini/ebaniste e lavoratrici affini
Artigianati e operai specializzati	Sarti/e, sarti(e di abiti da donna, pellicceri e cappellai
Artigianati e operai specializzati	Addetti alla tagliacuce e tagliatori di indumenti e affini/addette alla tagliacuce e tagliatrici di indumenti e affini
Artigianati e operai specializzati	Operatori di cucito, ricamo e affini/operatrici di cucito, ricamo e affini
Artigianati e operai specializzati	Calzolai e lavoratori affini/calzolaie e lavoratrici affini
Artigianati e operai specializzati	Esaminatori e tester di prodotto (esclusi alimenti e bevande)/Esaminatrici e tester di prodotto (esclusi alimenti e bevande)
Conduttori di impianti e macchinari e addetti al montaggio	Operatori non specificati/operatrici non specificate
Conduttori di impianti e macchinari e addetti al montaggio	Operatori di impianti e macchine stazionarie/operatrici di impianti e macchine stazionarie
Conduttori di impianti e macchinari e addetti al montaggio	Assemblatori di apparecchiature elettriche ed elettroniche/assemblatrici di apparecchiature elettriche ed elettroniche
Conduttori di impianti e macchinari e addetti al montaggio	Assemblatori non classificati altrove/assemblatrici non classificate altrove
Conduttori di impianti e macchinari e addetti al montaggio	Autisti di auto, taxi e furgoni/autiste di auto, taxi e furgoni
Conduttori di impianti e macchinari e addetti al montaggio	Autisti di autobus e tram/autiste di autobus e tram
Conduttori di impianti e macchinari e addetti al montaggio	Autisti di camion e camion pesanti/autiste di camion e camion pesanti
Conduttori di impianti e macchinari e addetti al montaggio	Operatori di impianti mobili agricoli e forestali/operatrici di impianti mobili agricoli e forestali
Conduttori di impianti e macchinari e addetti al montaggio	Operatori di impianti di movimento terra e affini/operatrici di impianti di movimento terra e affini
Conduttori di impianti e macchinari e addetti al montaggio	Operatori di gru, montacarichi e impianti correlati/operatrici di gru, montacarichi e impianti correlati
Conduttori di impianti e macchinari e addetti al montaggio	Equipaggi di coperta delle navi e lavoratori/trici correlati/e
Professioni non qualificate	Occupazioni elementari
Professioni non qualificate	Addetti alle pulizie e aiutanti domestici, alberghieri e d'ufficio/addette alle pulizie e aiutanti domestiche, alberghiere e d'ufficio
Professioni non qualificate	Operai del giardinaggio e dell'orticoltura/operaie del giardinaggio e dell'orticoltura
Professioni non qualificate	Operai manifatturieri/operaie manifatturiere
Professioni non qualificate	Addetti ai trasporti e allo stoccaggio/addette ai trasporti e allo stoccaggio
Professioni non qualificate	Aiutanti in cucina
Professioni non qualificate	Lavoratori elementari non classificati altrove/lavoratrici elementari non classificate altrove
