group	job
Специалисты-профессионалы	Специалисты-профессионалы в области здравоохранения, не входящие в другие группы
Специалисты-профессионалы	Преподаватели (без уточнения)
Специалисты-профессионалы	Преподаватели университетов и других вузов
Специалисты-профессионалы	Научные работники (без уточнения)
Специалисты-профессионалы	Преподаватели средних профессиональных учебных заведений
Специалисты-профессионалы	Преподаватели в средней школе
Специалисты-профессионалы	Преподаватели в начальной школе
Специалисты-профессионалы	Преподаватели в дошкольном образовании
Специалисты-профессионалы	Преподаватели языков, музыки и искусства в школах по интересам
Специалисты-профессионалы	Специалисты по методике обучения
Специалисты-профессионалы	Преподаватели в области специального образования
Специалисты-профессионалы	Частные преподаватели иностранных языков
Специалисты-профессионалы	Специалисты-профессионалы в области образования, не входящие в другие группы
Специалисты-профессионалы	Специалисты в области образования (без уточнения)
Специалисты-профессионалы	Бухгалтеры
Специалисты-профессионалы	Консультанты по финансовым вопросам и инвестициям
Специалисты-профессионалы	Финансовые аналитики
Специалисты-профессионалы	Аналитики систем управления и организации
Специалисты-профессионалы	Специалисты-профессионалы в области политики администрирования
Специалисты-профессионалы	Специалисты-профессионалы в области подбора и использования персонала
Специалисты-профессионалы	Специалисты-профессионалы в области подготовки и развития персонала
Специалисты-профессионалы	Специалисты-профессионалы по рекламе и маркетингу
Специалисты-профессионалы	Специалисты-профессионалы по связям с общественностью
Специалисты-профессионалы	Системные аналитики
Специалисты-профессионалы	Разработчики программного обеспечения
Специалисты-профессионалы	Разработчики веб- и мультимедийных приложений
Специалисты-профессионалы	Разработчики и аналитики программного обеспечения и приложений, не входящие в другие группы
Специалисты-профессионалы	Дизайнеры баз данных и администраторы
Специалисты-профессионалы	Системные администраторы
Специалисты-профессионалы	Специалисты по базам данных и сетям, не входящие в другие группы
Специалисты-профессионалы	Юристы
Специалисты-профессионалы	Судьи
Специалисты-профессионалы	Специалисты-профессионалы в области права, не входящие в другие группы
Специалисты-профессионалы	Архивариусы и хранители музеев
Специалисты-профессионалы	Библиотекари и специалисты-профессионалы родственных занятий, связанных с информацией
Специалисты-профессионалы	Экономисты
Специалисты-профессионалы	Психологи
Специалисты-профессионалы	Специалисты-профессионалы в области организации и ведения социальной работы
Специалисты-профессионалы	Религиозные деятели
Специалисты-профессионалы	Редакторы (без уточнения)
Специалисты-профессионалы	Писатели, поэты и другие литераторы
Специалисты-профессионалы	Журналисты
Специалисты-профессионалы	Переводчики (специалисты по устному и письменному переводу) и другие лингвисты
Специалисты-профессионалы	Художники
Специалисты-профессионалы	Музыканты, певцы и композиторы
Специалисты-профессионалы	Режиссеры кино, театра и родственные им деятели искусства и продюсеры
Специалисты-профессионалы	Актеры
Специалисты-техники и иной средний специальный персонал	Специалисты среднего звена (без уточнения)
Специалисты-техники и иной средний специальный персонал	Техники (без уточнения)
Специалисты-техники и иной средний специальный персонал	Старшие смены (без уточнения)
Специалисты-техники и иной средний специальный персонал	Координаторы (без уточнения)
Специалисты-техники и иной средний специальный персонал	Лаборанты (без уточнения)
Специалисты-техники и иной средний специальный персонал	Инспекторы (без уточнения)
Специалисты-техники и иной средний специальный персонал	Служащие (без уточнения)
Специалисты-техники и иной средний специальный персонал	Техники по гражданскому строительству
Специалисты-техники и иной средний специальный персонал	Техники-электрики
Специалисты-техники и иной средний специальный персонал	Техники-механики
Специалисты-техники и иной средний специальный персонал	Чертежники
Специалисты-техники и иной средний специальный персонал	Мастера (бригадиры) на производстве и в строительстве
Специалисты-техники и иной средний специальный персонал	Мастера (бригадиры) в обрабатывающей промышленности
Специалисты-техники и иной средний специальный персонал	Мастера (бригадиры) в строительстве
Специалисты-техники и иной средний специальный персонал	Техники (операторы) по управлению технологическими процессами
Специалисты-техники и иной средний специальный персонал	Специалисты-техники в области биологических исследований (за исключением среднего медицинского персонала)
Специалисты-техники и иной средний специальный персонал	Специалисты-техники по лесному хозяйству
Специалисты-техники и иной средний специальный персонал	Судовые механики
Специалисты-техники и иной средний специальный персонал	Капитаны судов и лоцманы
Специалисты-техники и иной средний специальный персонал	Пилоты самолетов и специалисты родственных занятий
Специалисты-техники и иной средний специальный персонал	Авиационные диспетчеры
Специалисты-техники и иной средний специальный персонал	Техники по обслуживанию медицинского оборудования
Специалисты-техники и иной средний специальный персонал	Фельдшеры-лаборанты медицинских и патологоанатомических лабораторий
Специалисты-техники и иной средний специальный персонал	Зубные техники и техники-протезисты
Специалисты-техники и иной средний специальный персонал	Фельдшеры-стоматологи (зубные врачи)
Специалисты-техники и иной средний специальный персонал	Медицинские оптики-оптометристы
Специалисты-техники и иной средний специальный персонал	Массажисты
Специалисты-техники и иной средний специальный персонал	Медицинские сестры-ассистенты врачей
Специалисты-техники и иной средний специальный персонал	Инспекторы и другой средний медицинский персонал охраны труда и окружающей среды
Специалисты-техники и иной средний специальный персонал	Средний медицинский персонал скорой помощи
Специалисты-техники и иной средний специальный персонал	Кредитные агенты
Специалисты-техники и иной средний специальный персонал	Помощники бухгалтеров
Специалисты-техники и иной средний специальный персонал	Техники-статистики и персонал родственных занятий, связанных с проведением математических расчетов и вычислений
Специалисты-техники и иной средний специальный персонал	Оценщики и эксперты (консультанты) по убыткам
Специалисты-техники и иной средний специальный персонал	Страховые агенты
Специалисты-техники и иной средний специальный персонал	Сборщик заказов
Специалисты-техники и иной средний специальный персонал	Закупщики
Специалисты-техники и иной средний специальный персонал	Агенты по таможенной очистке и сопровождению грузов и товаров
Специалисты-техники и иной средний специальный персонал	Организаторы конференций и других мероприятий
Специалисты-техники и иной средний специальный персонал	Агенты по трудовым договорам и найму
Специалисты-техники и иной средний специальный персонал	Агенты по операциям с недвижимостью и другой собственностью
Специалисты-техники и иной средний специальный персонал	Офис-менеджеры
Специалисты-техники и иной средний специальный персонал	Административный и иной исполнительный среднетехнический персонал
Специалисты-техники и иной средний специальный персонал	Среднетехнический персонал на государственной службе
Специалисты-техники и иной средний специальный персонал	Таможенные и пограничные инспекторы
Специалисты-техники и иной средний специальный персонал	Инспекторы полиции и детективы
Специалисты-техники и иной средний специальный персонал	Среднетехнический персонал на государственной службе, не входящий в другие группы
Специалисты-техники и иной средний специальный персонал	Средний юридический персонал в судебной, адвокатской и нотариальной деятельности
Специалисты-техники и иной средний специальный персонал	Социальные работники
Специалисты-техники и иной средний специальный персонал	Спортивные тренеры, инструкторы и спортивные служащие
Специалисты-техники и иной средний специальный персонал	Инструкторы фитнес-клубов, спортивных зон отдыха и организаторы спортивных программ
Специалисты-техники и иной средний специальный персонал	Фотографы (художественные)
Специалисты-техники и иной средний специальный персонал	Художники-декораторы и оформители
Специалисты-техники и иной средний специальный персонал	Шеф-повара
Специалисты-техники и иной средний специальный персонал	Средний персонал сферы искусства, культуры и кулинарии, не входящий в другие группы
Специалисты-техники и иной средний специальный персонал	Специалисты-техники по эксплуатации ИКТ и по поддержке пользователей ИКТ
Специалисты-техники и иной средний специальный персонал	Специалисты-техники по радио- и телевещанию
Служащие	Служащие, занятые подготовкой и оформлением документации, учетом и обслуживанием
Служащие	Секретари (общего профиля)
Служащие	Служащие по введению данных
Служащие	Специалисты по обслуживанию клиентов (без уточнения)
Служащие	Кассиры банков и работники других родственных занятий
Служащие	Служащие коллекторских фирм и работники родственных занятий по сбору задолженностей и платежей
Служащие	Служащие бюро путешествий
Служащие	Служащие, встречающие и регистрирующие клиентов в отелях (гостиницах)
Служащие	Служащие по проведению опросов населения
Служащие	Служащие в приемной (общего профиля)
Служащие	Служащие по проведению социологических опросов и изучению конъюнктуры рынка
Служащие	Служащие по бухгалтерским операциям и учету
Служащие	Служащие по учету рабочего времени и расчету заработной платы
Служащие	Служащие, занятые учетом, приемом и выдачей товаров на складе
Служащие	Служащие по транспортным перевозкам
Служащие	Разносчики и сортировщики почты
Служащие	Регистраторы и копировщики
Служащие	Служащие по ведению кадровой документации
Работники сферы обслуживания и торговли	Обслуживающий персонал в пути, бортпроводники и стюарды
Работники сферы обслуживания и торговли	Гиды
Работники сферы обслуживания и торговли	Повара
Работники сферы обслуживания и торговли	Официанты
Работники сферы обслуживания и торговли	Парикмахеры
Работники сферы обслуживания и торговли	Косметологи и работники родственных занятий
Работники сферы обслуживания и торговли	Бригадиры уборщиков и помощники по хозяйству в отелях (гостиницах), офисах и других учреждениях
Работники сферы обслуживания и торговли	Смотрители зданий
Работники сферы обслуживания и торговли	Грумеры и другие работники, ухаживающие за животными
Работники сферы обслуживания и торговли	Инструкторы по вождению
Работники сферы обслуживания и торговли	Продавцы (без уточнения)
Работники сферы обслуживания и торговли	Продавцы палаток и рынков
Работники сферы обслуживания и торговли	Продавцы и помощники продавцов магазинов
Работники сферы обслуживания и торговли	Кассиры, включая кассиров билетных касс
Работники сферы обслуживания и торговли	Продавцы контактных центров
Работники сферы обслуживания и торговли	Работники сферы торговли, не входящие в другие группы
Работники сферы обслуживания и торговли	Работники по уходу за детьми
Работники сферы обслуживания и торговли	Помощники учителей
Работники сферы обслуживания и торговли	Работники, оказывающие индивидуальные услуги по уходу за больными
Работники сферы обслуживания и торговли	Работники, оказывающие индивидуальные услуги по уходу за больными, не входящие в другие группы
Работники сферы обслуживания и торговли	Пожарные
Работники сферы обслуживания и торговли	Полицейские
Работники сферы обслуживания и торговли	Тюремные охранники
Работники сферы обслуживания и торговли	Охранники
Сельское хозяйство, лесное хозяйство и рыболовство	Садовники, садоводы и работники плодопитомников
Сельское хозяйство, лесное хозяйство и рыболовство	Производители мясной и молочной продукции
Сельское хозяйство, лесное хозяйство и рыболовство	Товарные производители смешанной растениеводческой и животноводческой продукции
Сельское хозяйство, лесное хозяйство и рыболовство	Лесоводы и работники родственных занятий
Квалифицированные рабочие и ремесленники	Квалифицированные рабочие (без уточнения)
Квалифицированные рабочие и ремесленники	Строители зданий
Квалифицированные рабочие и ремесленники	Плотники и столяры
Квалифицированные рабочие и ремесленники	Рабочие-отделочники и рабочие родственных занятий
Квалифицированные рабочие и ремесленники	Слесари-сантехники и слесари-трубопроводчики
Квалифицированные рабочие и ремесленники	Маляры и рабочие родственных занятий
Квалифицированные рабочие и ремесленники	Лакировщики и покрасчики
Квалифицированные рабочие и ремесленники	Формовщики, сварщики, вальцовщики, подготовители конструкционного металла и рабочие родственных занятий
Квалифицированные рабочие и ремесленники	Сварщики и газорезчики
Квалифицированные рабочие и ремесленники	Вальцовщики
Квалифицированные рабочие и ремесленники	Слесари-инструментальщики и рабочие родственных занятий
Квалифицированные рабочие и ремесленники	Механики и ремонтники
Квалифицированные рабочие и ремесленники	Механики и ремонтники мототранспортных средств
Квалифицированные рабочие и ремесленники	Высококвалифицированные рабочие ручного труда
Квалифицированные рабочие и ремесленники	Рабочие допечатной стадии полиграфического производства
Квалифицированные рабочие и ремесленники	Печатники
Квалифицированные рабочие и ремесленники	Электрики в строительстве и рабочие родственных занятий
Квалифицированные рабочие и ремесленники	Механики и монтеры электрического оборудования
Квалифицированные рабочие и ремесленники	Механики по ремонту и обслуживанию электронного оборудования
Квалифицированные рабочие и ремесленники	Мясники
Квалифицированные рабочие и ремесленники	Пекари, кондитеры и изготовители конфет
Квалифицированные рабочие и ремесленники	Деревообработчики, краснодеревщики и рабочие родственных занятий
Квалифицированные рабочие и ремесленники	Краснодеревщики и рабочие родственных занятий
Квалифицированные рабочие и ремесленники	Мужские и женские портные, меховщики и шляпники
Квалифицированные рабочие и ремесленники	Изготовители лекал и закройщики
Квалифицированные рабочие и ремесленники	Швеи, вышивальщицы и рабочие родственных занятий
Квалифицированные рабочие и ремесленники	Обувщики и изготовители аналогичных изделий
Квалифицированные рабочие и ремесленники	Определители сортности и испытатели изделий (за исключением продуктов питания и напитков)
Операторы и сборщики промышленных установок и машин	Операторы (без уточнения)
Операторы и сборщики промышленных установок и машин	Операторы промышленных установок и стационарного оборудования
Операторы и сборщики промышленных установок и машин	Сборщики электрического и электронного оборудования
Операторы и сборщики промышленных установок и машин	Сборщики, не входящие в другие группы
Операторы и сборщики промышленных установок и машин	Водители легковых автомобилей, фургонов и мотоциклов
Операторы и сборщики промышленных установок и машин	Водители автобусов и трамваев
Операторы и сборщики промышленных установок и машин	Водители грузовых автомобилей
Операторы и сборщики промышленных установок и машин	Операторы моторизованного сельскохозяйственного оборудования и оборудования лесных хозяйств
Операторы и сборщики промышленных установок и машин	Операторы землеройных и аналогичных машин
Операторы и сборщики промышленных установок и машин	Операторы кранов, подъемников и аналогичного оборудования
Операторы и сборщики промышленных установок и машин	Члены палубных команд судов и рабочие родственных занятий
Неквалифицированные работники	Неквалифицированные рабочие (без уточнения)
Неквалифицированные работники	Уборщики и прислуга в домах, отелях (гостиницах) и учреждениях
Неквалифицированные работники	Неквалифицированные рабочие в садоводстве
Неквалифицированные работники	Неквалифицированные рабочие, занятые в обрабатывающей промышленности
Неквалифицированные работники	Неквалифицированные рабочие, занятые на транспорте и в хранении
Неквалифицированные работники	Помощники на кухне
Неквалифицированные работники	Неквалифицированные работники, не входящие в другие группы
