group	job
Сільське, лісове та рибне господарство	Садівники; рослинники в садах і розсадниках рослин
Сільське, лісове та рибне господарство	Виробники тваринницької та молочної продукції
Сільське, лісове та рибне господарство	Виробники неспеціалізованих рослинних культур та тваринницької продукції
Сільське, лісове та рибне господарство	Працівники лісового господарства та суміжних галузей
Ремесла та суміжні професії	Невизначені ремісники/кваліфіковані робітники
Ремесла та суміжні професії	Будівельники житла
Ремесла та суміжні професії	Теслярі та столяри
Ремесла та суміжні професії	Опоряджувальники будівель та працівники суміжних професій (не вказано)
Ремесла та суміжні професії	Сантехніки та слюсарі-монтувальники
Ремесла та суміжні професії	Малярі та пов'язані з ними працівники
Ремесла та суміжні професії	Малярі, що наносять фарбу розпилюванням, та лакувальники
Ремесла та суміжні професії	Спеціалісти по роботі з листовим металом та металоконструкціями, формувальники та зварювальники, а також суміжні працівники
Ремесла та суміжні професії	Зварювальники та спеціалісти з газополум'яного різання
Ремесла та суміжні професії	Слюсарі по роботі з листовим металом
Ремесла та суміжні професії	Виробники інструментів та працівники суміжних професій
Ремесла та суміжні професії	Механіки та ремонтники машин і механізмів
Ремесла та суміжні професії	Механіки та ремонтники автотранспорту
Ремесла та суміжні професії	Працівники ремісничих професій
Ремесла та суміжні професії	Фахівці з додрукарської підготовки
Ремесла та суміжні професії	Типографи
Ремесла та суміжні професії	Будівельні електромонтувальники та електрики з виконання суміжних робіт
Ремесла та суміжні професії	Автоелектрики
Ремесла та суміжні професії	Електромеханіки та майстри з обслуговування електроніки
Ремесла та суміжні професії	М'ясники
Ремесла та суміжні професії	Пекарі та кондитери
Ремесла та суміжні професії	Обробники деревини, меблярі та працівники суміжних професій
Ремесла та суміжні професії	Меблярі та працівники суміжних професій
Ремесла та суміжні професії	Кравці, кравчині, кушніри та капелюшники
Ремесла та суміжні професії	Розкрійники та закрійники одягу та подібних виробів
Ремесла та суміжні професії	Працівники швейної, вишивальної та суміжних галузей
Ремесла та суміжні професії	Шевці та працівники суміжних професій
Ремесла та суміжні професії	Оцінювачі та тестувальники продукції (за винятком продуктів харчування та напоїв)
Оператори механізмів та монтувальники	Невизначені оператори
Оператори механізмів та монтувальники	Оператори стаціонарних установок і машин
Оператори механізмів та монтувальники	Монтувальники електричного та електронного устаткування
Оператори механізмів та монтувальники	Монтувальники, не віднесені до інших категорій
Оператори механізмів та монтувальники	Водії легкових автомобілів, таксі та вантажних автомобілів
Оператори механізмів та монтувальники	Водії автобусів і трамваїв
Оператори механізмів та монтувальники	Водії великовантажних автомобілів
Оператори механізмів та монтувальники	Оператори мобільних ферм та лісозаготівельних установок
Оператори механізмів та монтувальники	Оператори землерийної та суміжної техніки
Оператори механізмів та монтувальники	Оператори кранів, підіймальних і супутніх установок
Оператори механізмів та монтувальники	Палубні екіпажі суден та працівники суміжних професій
Найпростіші професії	Працівники найпростіших професій
Найпростіші професії	Прибиральники та помічники по дому, в готелях та офісах
Найпростіші професії	Працівники садівництва та городництва
Найпростіші професії	Працівники виробництва
Найпростіші професії	Працівники транспорту та складування
Найпростіші професії	Помічники на кухні
Найпростіші професії	Працівники найпростіших професій, не віднесені до інших категорій
