group	job
Prosessi- ja Kuljetustyöntekijät	Kuorma-auton ja Erikoisajoneuvojen Kuljettajat
Prosessi- ja Kuljetustyöntekijät	Maa- ja Metsätaloustyökoneiden Kuljettajat
Prosessi- ja Kuljetustyöntekijät	Maansiirtokoneiden ym. Kuljettajat
Prosessi- ja Kuljetustyöntekijät	Nosturinkuljettajat
Prosessi- ja Kuljetustyöntekijät	Kansimiehistö ym. Vesiliikenteen Työntekijät
Muut Työntekijät	Muut Työntekijät
Muut Työntekijät	Koti-, Hotelli- ja Toimistosiivoojat ym.
Muut Työntekijät	Avustavat Puutarhatyöntekijät
Muut Työntekijät	Valmistusalan Avustavat Työntekijät
Muut Työntekijät	Rahdinkäsittelijät ja Varastotyöntekijät ym.
Muut Työntekijät	Avustavat Keittiötyöntekijät
Muut Työntekijät	Muut Muualla Luokittelemattomat Työntekijät
