group	job
Profissionais	Professores Universitários/Docentes Universitários/Professores do Ensino Superior
Profissionais	Pesquisadores
Profissionais	Orientadores Vocacionais
Profissionais	Professores do 2º Ciclo do Ensino Secundário
Profissionais	Professores do Ensino Primário
Profissionais	Educadores de Infância
Profissionais	Professores de outras Línguas/Professores de Língua estrangeira, Música, Artes (escolas de Hoggy, aulas particulares)
Profissionais	Especialistas em métodos de educação
Profissionais	Professores do Ensino Especial
Profissionais	Professores de Línguas
Profissionais	Profissionais do Ensino Gerala
Profissionais	Profissionais de Ensino/Educação em Geral
Profissionais	Contadores
Profissionais	Consultores Financeiros e de Investimentos
Profissionais	Analistas Financeiros
Profissionais	Analistas de Gestão e Organização
Profissionais	Profissionais de Administração de políticas Públicas/Profissionais de Administração Pública
Profissionais	Profissionais de Recursos Humanos
Profissionais	Profissionais de Treinamento e Desenvolvimento de Pessoal
Profissionais	Profissionais de pPublicidade e Marketig
Profissionais	Profissionais de Relações Públicas
Profissionais	Analistas de Sistemas
Profissionais	Desenvolvedores de Softwere
Profissionais	Desenvolvedores Web e Multimédia
Profissionais	Desenvolvedores e Analistas de Softwere e Aplicações não Classificadas em Outro Lugar (Yestadores de Softwere)
Profissionais	Designers e Administradpres de Banco de Dados
Profissionais	Administradores de Sistemas
Profissionais	Profissionais de Banco de Dados e Redes em Geral
Profissionais	Advogados
Profissionais	Juízes
Profissionais	Juristas
Profissionais	Arquivistas
Profissionais	Bibliotecários e Profissionais de Informação relacionados
Profissionais	Economistas
Profissionais	Psicólogos
Profissionais	Profissionais de Serviço Social e Aconselhamento/Assistentes Sociais
Profissionais	Religiosos
Profissionais	Editores Não Especificados (texto, livro, etc)
Profissionais	Autores e Escritores Relacionados
Profissionais	Jornalistas
Profissionais	Tradutores, Interprétes e Outros Linguístas
Profissionais	Artistas Visuais
Profissionais	Músicos, Contadores e Compostores
Profissionais	Directores e Produtores de Cinema, Teatro e Afins
Profissionais	Actores
Técnicos	Profissionais Associados Não Especificados
Técnicos	Técnicos Não Especificados
Técnicos	Chefes de Turno Não Especificados
Técnicos	Coordenadores Não Especificados
Técnicos	Técnicos/Assistentes de Laboratório Não especificados
Técnicos	Inspectores Não Especificados
Técnicos	Oficiais Não Especificados
Técnicos	Técnicos de Engenharia Civil
Técnicos	Técnicos de ngenharia Eléctrica
Técnicos	Técnicos de Engenharia Mecânica
Técnicos	Desenhistas
Técnicos	Supervisores de Mineração, Manutenção, Fabricação e Construção
Técnicos	Supervisores de Fabricação
Técnicos	Supervisores de Construção
Técnicos	Técnicos de Control de Processos
Técnicos	Técnicos de Ciências da Vida (excluindo medicina)
Técnicos	Técnicos  de sivicultura
Técnicos	Engenheiros de Navios
Técnicos	Oficiais de Pilotos de Convéns de Navios
Técnicos	Pilotos de Aeronaves e Profissionais Associados Relacionados
Técnicos	Conmtroladores de Tráfego Aério
Técnicos	Técnicos de Equipamentos de Imagens Médica e Terapéutica
Técnicos	Técnicos de Laboratório Médico e de Patologia
Técnicos	Técnicos de Próteses Médicas e Dentárias
Técnicos	Assistentes e Terapéutas Dentários
Técnicos	Ópticos (técnicos)
Técnicos	Técnicos e Assistentes de Fisioterapia (Massagistas)
Técnicos	Assistentes Médicos
Técnicos	Inspectores e Associados de Saúde Ambiental e Ocupacional
Técnicos	Motoristas de Ambulâncias
Técnicos	Oficiais de Créditos e Empréstimos
Técnicos	Profissionais Associados a Contabilidade
Técnicos	Estatísticos, Matemáticoa, e Profissionais Associados Relacionados
Técnicos	Avaliadores e Péritos de Pedras
Técnicos	Representantes de Seguros
Técnicos	Representantes Comerciais de Vendas
Técnicos	Compradores
Técnicos	Agentes de Despacho/Despachantes e Transportes
Técnicos	Realizador de Conferência e Evento
Técnicos	Ministério da Administração Pública e Segurança Social
Técnicos	Imobiliária e Gestor/Gestor de Propriedade
Técnicos	Supervisores de Escritório
Técnicos	Secretários Administrativos e Executivos
Técnicos	Legisladores
Técnicos	Inspectores de Alfândega e Fronteira
Técnicos	Inspector de Polícia e Investigadores
Técnicos	Legisladores
Técnicos	Oficiais de judtiça
Técnicos	Profissionais de serviço social e Aconselhamento/Assistentes Sociais
Técnicos	Treinadores, técnicos e oficiais do Desporto
Técnicos	Instrutores de Fitness e Recreação e Líderes de Programas
Técnicos	Fotógrafos
Técnicos	Designers e decoradores de Interiores
Técnicos	Chefes
Técnicos	Profissionais Associados Artísticos e Culturais
Técnicos	Técnicos de Operações de Tecnologias de Informação e Comunicação
Técnicos	Técnicos de Radiodifusão e Audiovisual
Trabalhadores do Suporte Administrativo	Escriturários
Trabalhadores do Suporte Administrativo	Secretários (geral)
Trabalhadores do Suporte Administrativo	Escriturários
Trabalhadores do Suporte Administrativo	Atendimento ao cliente
Trabalhadores do Suporte Administrativo	Caixas de banco
Trabalhadores do Suporte Administrativo	Funcionários da AGT
Trabalhadores do Suporte Administrativo	Agentes Turísticos
Trabalhadores do Suporte Administrativo	Recepcionistas de Hotel
Trabalhadores do Suporte Administrativo	Informantes
Trabalhadores do Suporte Administrativo	Recepcionistas
Trabalhadores do Suporte Administrativo	Recenciador
Trabalhadores do Suporte Administrativo	Técnico de Contabilidade e Escrituração
Trabalhadores do Suporte Administrativo	Financeiro
Trabalhadores do Suporte Administrativo	Conferente, Inventarista
Trabalhadores do Suporte Administrativo	Logístico, Técnico dos Transportes, Responsável dos Transportes
Trabalhadores do Suporte Administrativo	Carteiros e Escriturários
Trabalhadores do Suporte Administrativo	Arquivista
Trabalhadores do Suporte Administrativo	Gestor do Pessoal
Trabalhadores de Serviços e Vendas	Assistentes de Bordo
Trabalhadores de Serviços e Vendas	Guias Turísticos
Trabalhadores de Serviços e Vendas	Cozinheiros
Trabalhadores de Serviços e Vendas	Garçons
Trabalhadores de Serviços e Vendas	Cabeleleiros
Trabalhadores de Serviços e Vendas	Electricista e Trabalhadores Relacionados
Trabalhadores de Serviços e Vendas	Supervisores de Limpeza e Serviços de Limpeza em Escritórios, Hoteis e Outros Relaccionados
Trabalhadores de Serviços e Vendas	Coordenadores de Prédios
Trabalhadores de Serviços e Vendas	Esteticistas de Animais e Trabalhadores de Cuidados com Animais
Trabalhadores de Serviços e Vendas	Instrutor de Condução
Trabalhadores de Serviços e Vendas	Vendedores Não especificados
Trabalhadores de Serviços e Vendas	Vendedores de Barracas e Mercados
Trabalhadores de Serviços e Vendas	Atendentes de Loja
Trabalhadores de Serviços e Vendas	Caixas e Atendentes de Bilheteria
Trabalhadores de Serviços e Vendas	Atendentes do Call Center
Trabalhadores de Serviços e Vendas	Vendedores Não Classificados em Outro Lugar
Trabalhadores de Serviços e Vendas	Trabalhadores de Cuidados Infantis
Trabalhadores de Serviços e Vendas	Monitores
Trabalhadores de Serviços e Vendas	Recepcionista/Funcionário Administrativo da Saúde
Trabalhadores de Serviços e Vendas	Cuidadores pessoais em serviços de saúde não classificados noutro lugar
Trabalhadores de Serviços e Vendas	Bombeiros
Trabalhadores de Serviços e Vendas	Polícia
Trabalhadores de Serviços e Vendas	Guarda Prisional
Trabalhadores de Serviços e Vendas	Seguranças
Agricultura, Silvicultura e Pesca	Jardineiros, Horticultores e Produtores de Viveiros
Agricultura, Silvicultura e Pesca	Criadores de Gado e Produtores de Leite
Agricultura, Silvicultura e Pesca	Produtores de Culturas Mistas e Animais
Agricultura, Silvicultura e Pesca	Trabalhadores Florestrais e Relaccionados
Artesanato e Ofícios Relacionados	Artesão/Trabalhadores Qualificados Não Especificados
Artesanato e Ofícios Relacionados	Pedreiros
Artesanato e Ofícios Relacionados	Carpinteiros
Artesanato e Ofícios Relacionados	Acabadores de edifícios e trabalhadores de ofícios relacionados (não especificados)
Artesanato e Ofícios Relacionados	Encanadores e Instaladores de Tubulações
Artesanato e Ofícios Relacionados	Pintores e Trabalhadores Relacionados
Artesanato e Ofícios Relacionados	Pintores
Artesanato e Ofícios Relacionados	Trabalhadores de Metal Estrutural e de Chapas, Moldadores e Soldadores, e Trabalhadores Relaccionados
Artesanato e Ofícios Relacionados	Serralheiros
Artesanato e Ofícios Relacionados	Trabalhadores de Empresas Metalúrgicas
Artesanato e Ofícios Relacionados	Trabalhadores de Indústrias Metalúrgicas, Automóveis e Relaccionadas
Artesanato e Ofícios Relacionados	Mecânicos e Reparadores de Máquinas
Artesanato e Ofícios Relacionados	Mecânicos e Reparadores de Veículos Automotores
Artesanato e Ofícios Relacionados	Artesãos
Artesanato e Ofícios Relacionados	Técnicos de Informática
Artesanato e Ofícios Relacionados	Impressores
Artesanato e Ofícios Relacionados	Electricista doméstico, de Baixa e Média Tensão
Artesanato e Ofícios Relacionados	Electricista Auto
Artesanato e Ofícios Relacionados	Mecânicos e Técnicos de Electrónica
Artesanato e Ofícios Relacionados	Técnicos de Talhos
Artesanato e Ofícios Relacionados	Padeiros, Confeteiros e Frabricantes de Doces
Artesanato e Ofícios Relacionados	Trabalhadores de Madeira, Marceneiros e Trabalhadores de Ofícios Relaccionados
Artesanato e Ofícios Relacionados	Marceneiros e Trabalhadores Relaccionados
Artesanato e Ofícios Relacionados	Alfaiates, Costureiras/Modistas/Peleiros
Artesanato e Ofícios Relacionados	Estilistas
Artesanato e Ofícios Relacionados	Costureiros
Artesanato e Ofícios Relacionados	Sapateiros e Trabalhadores Relaccionados
Artesanato e Ofícios Relacionados	Avaliadores, Testadores de Produtos/Inspectores de Produtos
Operadores de Máquinas e Montadores	Operadores Não Especificados
Operadores de Máquinas e Montadores	Operadores de Plantas e Máquinas Fixas
Operadores de Máquinas e Montadores	Montadores de Equipamentos Eléctricos e Electrónicos
Operadores de Máquinas e Montadores	Montadores não classificados noutro lugar
Operadores de Máquinas e Montadores	Montoristas de Carros, Táxis e mini-autocarros
Operadores de Máquinas e Montadores	Motoristas de Autocarros
Operadores de Máquinas e Montadores	Motoristas de Camiões com ou Sem Reboque
Operadores de Máquinas e Montadores	Operadores de Máquinas Agrícolas e Florestais
Operadores de Máquinas e Montadores	Operadores de Márinas
Operadores de Máquinas e Montadores	Operadores de Guinchos
Operadores de Máquinas e Montadores	Equipa de Tripulação de Navio
Ocupações Básicas	Ocupações básicas
Ocupações Básicas	Trabalhadores Domésticos, de Hotel e Escritório e Ajudantes
Ocupações Básicas	Trabalhadores de Jardinagem/Jardineiro e Horticultura
Ocupações Básicas	Trabalhadores de Fabricação
Ocupações Básicas	Trabalhadores de Transporte e Armazenagem
Ocupações Básicas	Ajudantes de Cozinha
Ocupações Básicas	Trabalhadores de Base
