group	job
Zanaatkarlık ve İlgili Meslekler	Kalıpçılar ve İlgili İşçiler
Zanaatkarlık ve İlgili Meslekler	Makine Mekanikleri ve Tamircileri
Zanaatkarlık ve İlgili Meslekler	Motorlu Taşıt Mekanikleri ve Tamircileri
Zanaatkarlık ve İlgili Meslekler	El Sanatları İşçileri
Zanaatkarlık ve İlgili Meslekler	Baskı Öncesi Teknisyenleri
Zanaatkarlık ve İlgili Meslekler	Matbaacılar
Zanaatkarlık ve İlgili Meslekler	Elektrik Tesisatçıları
Zanaatkarlık ve İlgili Meslekler	Otomotiv Elektrikçileri
Zanaatkarlık ve İlgili Meslekler	Elektronik Teknisyenleri ve Servis Elemanları
Zanaatkarlık ve İlgili Meslekler	Kasaplar
Zanaatkarlık ve İlgili Meslekler	Fırıncılar ve Pastaneciler
Zanaatkarlık ve İlgili Meslekler	Ahşap İşlemcileri, Marangozlar ve İlgili Çalışanlar
Zanaatkarlık ve İlgili Meslekler	Marangozlar ve İlgili Çalışanlar
Zanaatkarlık ve İlgili Meslekler	Terziler, Dikiciler, Kürkçüler ve Şapkacılar
Zanaatkarlık ve İlgili Meslekler	Giyim ve İlgili Kalıpçı ile Kesim Elemanları
Zanaatkarlık ve İlgili Meslekler	Dikiş, Nakış ve İlgili İşçiler
Zanaatkarlık ve İlgili Meslekler	Ayakkabıcılar ve İlgili İşçiler
Zanaatkarlık ve İlgili Meslekler	Ürün Sınıflandırıcıları ve Test Uzmanları (Gıda ve İçecek Hariç)
Makine Operatörleri ve Montajcılar	Belirtilmemiş Operatörler
Makine Operatörleri ve Montajcılar	Sabit Tesis ve Makine Operatörleri
Makine Operatörleri ve Montajcılar	Elektrik-Elektronik Montaj Elemanları
Makine Operatörleri ve Montajcılar	Montajcılar (Başka Yerde Sınıflandırılmamış)
Makine Operatörleri ve Montajcılar	Araba, Taksi ve Minibüs Sürücüleri
Makine Operatörleri ve Montajcılar	Otobüs ve Tramvay Sürücüleri
Makine Operatörleri ve Montajcılar	Ağır Kamyon ve Tır Sürücüleri
Makine Operatörleri ve Montajcılar	Tarım ve Ormancılık Mobil Tesis Operatörleri
Makine Operatörleri ve Montajcılar	Toprak İşleme ve İlgili Makine Operatörleri
Makine Operatörleri ve Montajcılar	Vinç, Kaldırma ve İlgili Makine Operatörleri
Makine Operatörleri ve Montajcılar	Gemi Güverte Mürettebatı ve İlgili Çalışanlar
Temel Meslekler	Temel Meslekler
Temel Meslekler	Ev, Otel ve Ofis Temizlik Görevlileri ve Yardımcıları
Temel Meslekler	Bahçe ve Bahçıvanlık İşçileri
Temel Meslekler	İmalat İşçileri
Temel Meslekler	Taşıma ve Depolama İşçileri
Temel Meslekler	Mutfak Yardımcıları
Temel Meslekler	Başka Yerde Sınıflandırılmamış Temel İşçiler
